18	3877	1
18	1801	1
18	1635	1
18	737	1
18	1690	1
18	1739	1
18	1367	1
33	3693	1
33	223	1
33	1699	1
33	17	1
33	2384	1
33	3398	1
33	110	2
38	92	1
38	779	2
38	265	2
38	691	2
38	490	2
38	1593	2
38	342	3
58	1760	1
58	2808	1
58	66	1
58	1552	1
58	3664	1
58	3663	1
58	3698	2
63	2337	1
63	1707	1
63	2188	1
63	2555	1
63	2827	1
63	2688	2
63	3359	2
73	2807	1
73	3821	1
73	1431	1
73	1562	1
73	173	1
73	2701	1
73	1556	1
109	1731	1
109	1193	2
109	1876	3
109	3296	3
109	2863	3
109	955	3
109	1247	3
110	3316	1
110	3300	1
110	2568	1
110	3452	1
110	1562	1
110	1918	2
110	3918	2
120	2915	1
120	1036	1
120	480	2
120	457	2
120	1214	2
120	3753	3
120	3469	3
122	1544	1
122	3578	1
122	1676	1
122	44	1
122	2700	1
122	786	1
122	2409	2
126	1036	1
126	461	1
126	2314	1
126	1307	2
126	1296	2
126	2153	2
126	2993	3
134	44	1
134	548	1
134	3257	1
134	836	1
134	1882	1
134	153	1
134	3286	1
156	70	1
156	1593	3
156	586	3
156	2266	3
156	2805	3
156	2716	3
156	3481	3
165	2450	1
165	2747	2
165	3520	2
165	1262	3
165	1090	3
165	3476	3
165	2531	3
169	1941	1
169	372	1
169	305	1
169	2360	1
169	1562	1
169	3476	1
169	1088	1
170	3300	1
170	3354	2
170	780	2
170	2657	2
170	648	2
170	3793	3
170	1544	3
176	2150	1
176	3608	1
176	2111	1
176	2746	1
176	2478	2
176	2378	2
176	2796	2
180	3578	2
180	3534	2
180	3571	2
180	3006	3
180	2243	3
180	3298	3
180	3514	3
203	2589	1
203	2445	1
203	507	1
203	3105	1
203	3261	1
203	3051	1
203	3145	1
237	2706	1
237	104	1
237	65	1
237	2907	1
237	1094	1
237	3564	1
237	1665	1
240	3072	1
240	434	1
240	1127	2
240	2455	2
240	1375	2
240	2890	2
240	733	2
251	316	2
251	32	2
251	780	2
251	3448	2
251	1379	3
251	1748	3
251	2094	3
252	2335	2
252	733	3
252	780	3
252	1769	3
252	3755	3
252	480	3
252	2826	3
259	1352	1
259	2770	2
259	293	2
259	3147	2
259	368	2
259	1701	3
259	3355	3
265	39	1
265	2109	2
265	480	2
265	1183	2
265	1489	2
265	1088	3
265	3512	3
268	1405	1
268	305	1
268	2548	1
268	3177	1
268	3450	1
268	3355	1
268	1043	1
287	1882	2
287	3148	3
287	2716	3
287	73	3
287	431	3
287	2605	3
287	1873	3
289	2916	2
289	1215	3
289	2628	3
289	3203	3
289	3654	3
289	1079	3
289	3633	3
294	785	1
294	1042	2
294	1784	2
294	1580	2
294	180	2
294	1711	2
294	1994	2
301	413	1
301	3286	1
301	518	1
301	2387	1
301	3617	1
301	2195	1
301	1456	1
309	2916	2
309	3697	2
309	3255	3
309	448	3
309	2322	3
309	3948	3
309	1625	3
327	2825	1
327	3943	1
327	3946	1
327	3617	1
327	3610	1
327	3893	1
327	594	2
328	1917	2
328	667	2
328	1480	2
328	292	2
328	1994	2
328	1876	2
328	2792	2
337	842	1
337	366	1
337	2827	1
337	2628	1
337	2600	1
337	2606	1
337	532	1
360	2950	2
360	2871	2
360	3053	2
360	2406	3
360	648	3
360	3247	3
360	2366	3
366	968	1
366	1334	1
366	1517	2
366	1544	2
366	673	2
366	3204	2
366	1214	2
385	1590	1
385	1589	1
385	1047	2
385	2412	2
385	32	2
385	2771	2
385	2338	2
386	2296	1
386	34	1
386	2598	1
386	2196	1
386	1552	1
386	3753	1
386	2431	1
402	2555	1
402	2926	1
402	2746	1
402	532	2
402	1997	2
402	2054	2
402	218	2
413	3125	1
413	1747	3
413	1672	3
413	2474	3
413	3623	3
413	3478	3
413	32	3
418	3704	1
418	3702	1
418	466	1
418	3033	1
418	1291	2
418	1876	2
418	1240	3
425	382	1
425	1090	1
425	2361	1
425	1639	1
425	141	1
425	923	2
425	1282	2
426	2643	1
426	3238	1
426	2841	2
426	2396	2
426	2719	2
426	3113	2
426	3408	2
431	3593	1
431	3054	1
431	1009	1
431	2710	1
431	673	1
431	3489	2
431	788	2
432	2805	1
432	1550	1
432	342	1
432	1894	1
432	2581	2
432	1183	2
432	289	2
435	1573	1
435	608	1
435	2122	1
435	540	2
435	3257	2
435	3063	2
435	1994	2
444	1282	3
444	1084	3
444	3450	3
444	1394	3
444	357	3
444	3566	3
444	3253	3
445	546	1
445	1924	1
445	3946	1
445	1762	1
445	2450	1
445	3032	2
445	2456	2
450	1260	2
450	1206	3
450	2501	3
450	317	3
450	2987	3
450	2917	3
450	3210	3
461	1986	1
461	818	1
461	1984	1
461	1977	1
461	737	1
461	3918	1
461	210	1
464	1585	1
464	3325	1
464	2109	1
464	34	2
464	1032	2
464	2767	2
464	766	2
467	1210	1
467	2145	1
467	1183	1
467	2338	1
467	1250	1
467	1282	1
467	3524	1
471	1376	1
471	1372	1
471	3704	2
471	327	2
471	626	2
471	2046	2
471	748	2
475	2383	1
475	2422	1
475	212	1
475	3755	2
475	673	2
475	3693	2
475	2818	2
493	334	1
493	1921	1
493	2505	1
493	2692	1
493	2997	2
493	446	2
493	480	2
498	2147	2
498	2065	2
498	3070	2
498	1968	2
498	1233	3
498	994	3
498	2110	3
500	364	1
500	2099	1
500	2078	1
500	3671	1
500	2565	2
500	1029	2
500	594	2
505	1586	3
505	2291	3
505	60	3
505	1920	3
505	3438	3
505	577	3
505	1377	3
520	1562	1
520	3238	1
520	2701	1
520	2450	1
520	1389	1
520	2840	2
520	509	2
522	426	2
522	2985	2
522	198	2
522	3175	3
522	1396	3
522	1909	3
522	2641	3
523	1394	2
523	2993	2
523	2300	2
523	592	3
523	2289	3
523	480	3
523	1374	3
551	923	2
551	589	2
551	1954	2
551	2070	2
551	368	2
551	1073	2
551	828	2
552	2997	1
552	2710	1
552	2458	2
552	3153	2
552	784	2
552	3039	3
552	674	3
553	1747	1
553	1392	1
553	1959	2
553	2384	3
553	1097	3
553	39	4
553	2321	4
558	804	1
558	480	2
558	1252	2
558	3893	2
558	3545	2
558	1302	2
558	1953	2
567	464	3
567	673	3
567	455	3
567	1129	4
567	2366	4
567	208	4
567	1210	4
570	3434	1
570	3054	1
570	1556	1
570	2092	2
570	2190	2
570	271	2
570	1183	2
571	1920	1
571	2448	1
571	2986	1
571	3573	1
571	1921	1
571	2053	2
571	76	2
595	1210	2
595	180	2
595	3243	2
595	1610	3
595	378	3
595	11	3
595	440	3
604	1389	1
604	2657	1
604	1326	1
604	1371	1
604	1586	2
604	2034	2
604	2642	2
615	2529	2
615	1097	3
615	1219	3
615	95	3
615	1676	3
615	1221	3
615	1997	3
620	2431	1
620	3354	1
620	3717	1
620	1562	1
620	3484	1
620	691	1
620	413	1
623	1917	1
623	1627	2
623	1918	2
623	266	2
623	780	2
623	3266	3
623	1210	3
629	3883	1
629	3900	1
629	3568	1
629	3866	1
629	3908	1
629	3886	1
629	3944	1
639	1967	1
639	3671	2
639	377	2
639	2093	2
639	1197	2
639	3635	2
639	674	2
648	3799	1
648	3820	1
648	1468	1
648	355	1
648	3893	2
648	3865	2
648	2541	2
663	2497	1
663	2614	1
663	733	2
663	344	2
663	253	2
663	2616	2
663	163	2
671	3578	3
671	3948	3
671	1221	3
671	3893	3
671	2162	3
671	3083	3
671	3273	3
672	2657	1
672	1580	2
672	661	2
672	1282	3
672	1544	3
672	2278	3
672	1240	3
674	3418	2
674	6	2
674	2160	2
674	1408	2
674	2455	2
674	648	2
674	3699	3
676	141	1
676	3388	1
676	2060	1
676	3387	1
676	2072	1
676	3392	1
