18	3877	1
18	2953	1
18	2143	5
18	2096	5
18	2542	4
18	2370	5
18	596	4
18	1022	5
18	261	5
18	2622	5
18	1	4
18	3705	3
18	1234	5
18	2141	5
18	1198	5
33	1296	2
33	3203	3
33	3827	4
33	914	5
33	3121	3
33	2661	4
33	2944	4
33	150	4
33	1125	4
33	1028	4
33	2009	4
33	902	2
33	1219	5
33	3451	3
33	2455	4
38	531	3
38	539	4
38	2324	5
38	779	2
38	361	3
38	3408	4
38	265	2
38	1895	3
38	2431	4
38	92	1
38	3259	3
38	1917	3
38	215	3
38	587	4
38	2096	5
58	2034	5
58	3663	1
58	2846	3
58	926	4
58	912	5
58	3418	4
58	3176	4
58	2527	4
58	110	4
58	2018	5
58	920	5
58	153	3
58	3471	5
58	2728	4
58	1301	5
63	70	4
63	2505	3
63	3753	4
63	1513	3
63	2541	3
63	671	3
63	2997	3
63	1950	5
63	750	5
63	2596	4
63	3005	2
63	2987	4
63	2555	1
63	2337	1
63	2580	4
73	648	2
73	786	3
73	2410	3
73	1858	4
73	3578	5
73	2355	3
73	2791	4
73	836	2
73	1270	4
73	3608	3
73	1374	4
73	2273	4
73	2126	2
73	2657	4
73	1961	5
109	2054	4
109	2640	4
109	1375	4
109	1876	3
109	1294	4
109	2946	3
109	2098	4
109	1270	4
109	1517	4
109	1371	4
109	3033	4
109	260	4
109	919	4
109	2	4
109	932	4
110	2912	3
110	2542	4
110	2628	3
110	524	4
110	3316	1
110	2692	5
110	3752	3
110	1620	4
110	144	3
110	296	5
110	1627	3
110	3578	5
110	1213	5
110	3623	3
110	3301	4
120	50	4
120	1225	3
120	480	2
120	3362	3
120	1214	2
120	1213	5
120	1394	5
120	1208	5
120	3578	4
120	2792	4
120	1198	4
120	1673	4
120	1953	3
120	3006	3
120	2791	4
122	260	3
122	592	4
122	1580	2
122	1690	3
122	2692	4
122	2700	1
122	1198	4
122	2094	2
122	1722	4
122	2616	4
122	3527	4
122	112	3
122	368	4
122	1387	2
122	2273	2
126	171	3
126	648	4
126	2369	5
126	412	5
126	3578	4
126	2314	1
126	461	1
126	1063	5
126	390	4
126	3418	5
126	911	5
126	1220	4
126	3712	5
126	1307	2
126	2153	2
134	3298	3
134	3618	4
134	3175	5
134	2023	3
134	2012	2
134	20	1
134	2006	3
134	551	2
134	1356	4
134	3286	1
134	3783	5
134	3301	3
134	1438	1
134	3793	2
134	798	3
156	736	4
156	2006	4
156	2302	5
156	105	5
156	3481	3
156	2716	3
156	597	4
156	3675	5
156	11	5
156	1230	4
156	2599	4
156	1735	4
156	912	5
156	1892	5
156	1617	3
165	2858	5
165	2459	5
165	674	4
165	2664	4
165	3032	5
165	3366	4
165	2194	4
165	541	3
165	1198	3
165	1407	4
165	3704	3
165	3592	3
165	2947	4
165	2184	3
165	3061	4
169	928	4
169	2700	4
169	1616	3
169	1924	5
169	3271	3
169	2763	2
169	3438	2
169	10	2
169	1213	5
169	372	1
169	3255	4
169	3527	4
169	3671	4
169	905	4
169	1207	4
170	3469	5
170	3793	3
170	780	2
170	923	5
170	3468	5
170	1387	5
170	1225	4
170	1591	3
170	1748	5
170	1200	5
170	480	3
170	3409	3
170	1097	5
170	1222	4
170	1266	3
176	2478	2
176	2794	4
176	1394	4
176	3608	1
176	1544	3
176	2716	5
176	3039	4
176	3591	4
176	2150	1
176	1968	5
176	2471	4
176	2795	4
176	2378	2
176	1307	4
176	3387	3
180	225	4
180	2076	5
180	3514	3
180	2599	3
180	3298	3
180	3571	2
180	3211	3
180	1094	4
180	3510	4
180	3481	4
180	1053	3
180	3189	4
180	296	5
180	2919	3
180	2858	5
203	27	3
203	3948	2
203	3145	1
203	431	2
203	22	4
203	1747	3
203	1804	3
203	628	2
203	372	3
203	3477	1
203	1653	2
203	1094	2
203	448	1
203	524	3
203	455	1
237	1588	2
237	2150	4
237	3623	5
237	3361	4
237	318	4
237	150	5
237	260	4
237	1961	4
237	2791	3
237	543	4
237	3253	3
237	1641	3
237	135	2
237	3301	4
237	10	4
240	1953	4
240	1584	3
240	246	2
240	3253	2
240	2716	3
240	3105	3
240	733	2
240	50	5
240	2648	3
240	3555	3
240	2001	3
240	1641	4
240	788	2
240	1301	4
240	3072	1
251	2916	3
251	1266	4
251	2716	4
251	1079	5
251	2046	4
251	3927	4
251	2174	4
251	780	2
251	2094	3
251	210	3
251	3916	4
251	1270	4
251	1047	3
251	380	4
251	3930	3
252	231	4
252	1769	3
252	780	3
252	3751	4
252	733	3
252	3418	4
252	368	5
252	464	4
252	3265	4
252	2948	5
252	2028	4
252	1250	5
252	3755	3
252	353	4
252	3893	4
259	912	5
259	1252	5
259	3543	4
259	357	4
259	590	3
259	300	4
259	3255	4
259	3386	4
259	1721	3
259	32	5
259	2028	4
259	2289	4
259	1923	3
259	2700	4
259	1639	3
265	745	5
265	1148	5
265	1393	4
265	2324	4
265	900	5
265	1952	4
265	1704	5
265	938	5
265	3755	4
265	804	4
265	2135	4
265	3545	5
265	1032	3
265	52	4
