18	2893	2
33	2638	3
38	381	4
58	3663	1
63	2712	5
73	2625	3
109	2098	4
110	2387	3
120	3753	3
122	2700	1
126	2314	1
134	3156	2
156	509	5
165	1355	5
169	1924	5
170	2657	2
176	2072	3
180	3816	4
203	3262	2
237	65	1
240	1924	4
251	780	2
252	288	4
259	3746	4
265	1489	2
268	231	1
287	1059	4
289	198	3
294	203	4
301	603	2
309	3307	3
327	3415	4
328	2549	2
337	742	4
360	1371	4
366	3406	5
385	1644	3
386	2325	4
402	2710	2
413	3125	1
418	3033	1
425	267	3
426	288	4
431	2710	1
432	2497	2
435	2122	1
444	1183	4
445	1924	1
450	1997	5
461	3417	3
464	1585	1
467	1644	1
471	327	2
475	2072	3
493	3816	4
498	3304	3
500	2052	4
505	2826	4
520	3676	4
522	3033	5
523	3307	4
551	828	2
552	3262	4
553	2700	5
558	3134	4
567	2645	5
570	2882	2
571	2162	3
595	2700	4
604	3824	2
615	2153	3
620	2195	3
623	3787	5
629	343	5
639	2896	4
648	2710	3
663	2710	5
671	3896	4
672	2657	1
674	924	5
676	231	5
677	3736	4
682	3746	5
685	325	1
691	2239	4
692	3262	3
693	3515	4
704	2710	4
707	1644	3
709	3663	2
711	1354	4
721	3579	4
722	3287	3
725	670	1
726	1059	3
737	288	4
741	1977	5
748	1973	2
752	3289	1
757	2862	2
764	2782	5
780	2275	4
781	288	1
800	2098	5
805	2888	5
818	3262	4
819	288	1
824	602	4
828	2710	3
839	3086	5
846	3781	4
848	1218	2
868	2554	4
869	3942	1
872	3746	2
887	182	4
909	3318	3
913	2412	3
926	1035	5
958	1977	1
964	2700	4
965	412	4
966	2711	1
968	2395	5
970	3821	3
976	2840	3
977	3569	1
979	355	2
985	2700	4
990	2625	4
999	288	2
1004	3804	2
1005	2700	5
1015	1859	1
1017	2666	3
1018	2657	3
1020	3415	5
1029	321	4
1033	3569	5
1044	1202	4
1050	213	2
1062	3099	5
1072	938	4
1082	1676	3
1086	288	4
1087	2551	3
1103	2621	2
1104	735	3
1114	1183	2
1115	1999	2
1116	3033	1
1119	3038	4
1124	735	5
1125	1475	2
1131	1535	4
1155	1389	1
1158	217	2
1160	407	2
1182	2710	3
1184	603	3
1185	808	4
1198	2886	1
1204	3287	2
1212	2159	5
1217	2384	4
1218	78	4
1235	2712	3
1242	2775	2
1246	3910	4
1251	2492	1
1259	1973	3
1285	2323	5
1292	3515	4
1303	3910	1
1306	2621	5
1324	2712	2
1325	2700	5
1341	2483	1
1347	3287	4
1357	2878	1
1358	288	4
1388	170	4
1390	1978	1
1393	1644	1
1403	231	5
1408	1676	2
1410	3902	5
1418	2700	1
1419	1426	2
1421	2195	3
1436	3115	4
1437	2621	5
1450	2700	2
1458	1426	1
1482	2710	4
1483	2189	5
1489	3415	2
1495	1489	1
1497	611	4
1509	1887	3
1511	1220	3
1523	231	4
1528	2712	5
1532	3327	1
1538	2700	3
1551	2594	4
1563	2888	1
1577	444	3
1583	2710	5
1594	2239	5
1595	2938	4
1628	3327	3
1629	288	3
1631	3289	4
1642	2239	2
1647	1668	1
1650	978	4
1690	2492	3
1712	1310	2
1716	321	5
1734	3093	5
1740	3673	1
1741	2775	5
1768	2862	1
1769	3285	4
1776	1977	3
1779	3910	4
1790	567	1
1796	3099	5
