529371807	0
418578276	1
107157311	2
346350882	1
196229001	2
652706871	2
135837784	2
924832087	0
133473995	0
53447154	1
340282920	2
974230707	1
706054961	2
835891304	1
317255940	1
123997258	2
851349896	2
15549531	1
736405367	2
515118505	2
554771551	1
636988270	1
572944062	2
863622843	3
94138268	2
621710173	0
718962240	1
982848593	4
775086500	0
812465924	4
144231082	2
500084002	5
544327784	2
393605483	2
928340718	3
394856094	2
202434183	1
86279876	0
685635332	4
763858990	0
877608205	0
535146439	4
739883053	2
20565311	0
834352660	0
875595262	3
458629500	1
926748741	0
347845120	2
302953466	0
704671268	2
993089157	2
386933579	0
373231541	0
623047161	1
261375273	2
696818016	0
597983902	0
61227083	0
658572123	0
203786985	2
682180414	0
541649570	0
929673734	1
307199662	2
548014966	2
98805094	1
394164186	1
20111928	4
75288110	2
228072980	2
407874828	1
911007038	1
997728268	0
350480882	1
426149416	0
766166157	0
746242493	6
548728918	0
17517954	1
145622721	2
431614855	2
374949395	2
534879517	0
764102261	4
910979348	0
699193057	2
834431773	0
980606446	4
729742518	1
306542680	4
444631185	0
805361388	0
175884756	2
183937672	0
394677965	0
150576872	1
424987558	1
499645049	1
984511413	0
823718273	0
769856409	1
128354403	0
374826297	0
130568489	2
953677844	0
627240566	0
604640850	0
487579712	0
149827167	0
315505338	0
807072818	0
575423086	1
759958602	1
30854394	0
186138230	0
70686075	5
907491463	0
702265992	6
116445201	0
607019220	0
204779983	0
973275811	6
935778037	0
301236901	0
45571893	0
447270669	1
851000487	0
669925927	2
575964745	2
519690366	0
332387518	4
79915733	0
580917218	4
26769607	1
702996047	0
436472879	0
687093092	1
939048525	0
668283839	1
649756573	2
21933269	0
174736310	4
185908392	1
311457540	0
824781880	0
871722267	0
479371108	4
578986025	4
655572190	1
681222849	2
961734442	2
31490999	0
276520759	2
630914809	1
73490608	0
148605874	2
484751	0
516611053	3
45107983	1
999405880	1
699480245	4
186383226	0
19661873	1
911431703	2
846973146	0
762232490	3
241766579	2
808251353	0
652116387	4
77356380	4
643546357	1
357297156	3
400421982	4
250995113	2
221643732	4
900957686	1
575805382	2
280396251	0
869960757	0
848098888	0
220093829	1
814169423	1
276749506	2
395990581	0
52291242	2
119545990	1
772655130	4
282710931	2
867430751	4
113089606	0
399279058	2
266948072	1
38671696	0
220376856	2
19300375	2
363371364	1
958252559	4
704047712	2
332545802	2
154509710	0
971404031	0
894659731	2
977410339	4
593899544	0
534573732	2
123269169	3
630564751	0
741908437	0
340281003	0
106890758	0
456344876	0
96122091	2
608966278	1
901124502	0
627053171	0
991995656	0
845806248	0
850239015	2
822664270	4
112961223	1
83683366	0
781891657	0
98644841	2
468663142	6
458489410	4
64536492	2
792689588	2
688562157	1
136017293	4
710237922	0
494972855	0
510880038	0
960374331	0
531701084	3
970233812	2
267498612	2
554506600	0
156511074	0
562345157	0
964156535	0
204419221	4
11583687	2
682601983	0
427279705	4
909315696	4
307596105	0
123409142	0
442559152	1
612557961	0
748267095	1
486469359	0
577006946	1
661080350	2
812362503	0
540482019	0
405301437	2
594791079	1
834896521	2
203343082	0
904626620	0
202188523	0
261996131	2
851172185	1
552792099	0
506552963	1
117399125	0
971914738	2
561066171	2
435828393	0
637987339	2
42086110	0
210347481	3
972640761	1
887293647	0
181268041	0
997886170	0
690734731	0
84811987	0
17300476	1
124531050	0
236570605	1
746434722	0
897681958	2
474124402	0
233868357	0
697057044	1
431707305	0
694478845	0
241493796	2
867751435	6
857442811	2
424998044	0
9125143	1
596426546	1
287472518	1
613734621	0
652017962	2
518544082	3
559506857	2
490776248	0
999839889	1
534448549	2
724863055	2
12110991	2
699956753	0
706018228	1
196433766	0
598185841	2
667406133	1
692739317	2
582737702	0
219098744	0
289964474	1
776053035	2
68417515	3
720712312	0
848663339	0
959810125	1
407424596	3
34430786	0
811374181	0
790086586	1
644230183	4
91661338	0
475097598	1
582417148	2
339415094	4
529747239	0
154291720	4
554739026	6
630937367	2
521131515	0
875979127	0
441612010	0
703193268	0
578897743	0
643297908	0
663940994	0
21591737	0
794683108	1
356590165	0
248903920	0
69785473	0
400980637	0
289613720	1
520872973	1
847373947	4
487054115	2
600150832	2
620766440	0
866852420	0
569239877	0
49786225	1
401510222	1
428852850	0
422353428	0
236488963	4
497527535	0
588513025	0
210989604	0
419480369	0
304725740	1
830827216	2
314096369	0
859805482	0
650131503	0
856502725	2
404477072	0
254359585	0
224279004	0
151652962	1
215042498	0
414629043	0
367530143	0
415428578	1
810801317	0
272542887	0
289830513	3
510947407	0
364949287	3
141881171	1
230835960	0
536972826	0
510465454	2
230938746	1
41215474	0
598746000	1
947942389	1
267381173	2
991635544	1
27008772	1
768917920	2
941539833	0
159619752	2
829465861	1
85796029	0
135356120	2
408949700	4
782354565	0
708821713	0
398314071	2
673975618	0
421003026	0
336182719	4
75380555	1
18907075	1
867437957	2
968316797	2
122861110	2
731521901	2
382941760	4
698825545	4
98633565	0
672654812	1
777260424	0
835159889	0
37835993	0
150599009	0
423659823	0
349292468	0
733616013	1
892302573	0
23766639	0
399536383	0
328580139	0
176827946	0
92249086	0
352514710	0
560684289	0
84864042	0
821264936	0
756806624	0
115863578	2
475062318	5
691255743	3
386277395	0
463626873	2
439658633	0
408381380	4
327180997	0
269644306	2
197879950	0
654878946	1
213564264	0
770905498	0
922905897	0
431090954	0
626826067	2
969945038	1
578213445	0
833990046	0
769219414	0
526140495	0
396292691	0
878850329	1
519967567	4
680472983	4
913858732	0
591725549	1
446545827	0
604833137	0
144661104	2
331621100	0
232169184	2
217580904	0
232362318	1
397692616	0
677736403	0
707545880	2
267839582	0
419751993	0
513906281	0
106819600	4
353298217	0
640435433	0
720671972	0
101786340	0
665061285	0
169653590	2
160901822	0
560384525	0
514514439	0
280296495	0
833409976	1
730727366	2
528273867	0
741006291	0
212896182	2
491232074	0
726422706	1
626148755	0
292717249	0
52858742	0
683291125	0
484744331	0
363957277	0
119400898	0
533632444	0
225990996	2
604300069	0
937120933	0
538599328	0
570097285	1
771201864	1
692161371	2
727891275	0
357396493	1
218263305	0
241888180	0
912844056	0
653296128	0
185979649	0
334687036	0
891127034	5
466851862	0
841572168	0
715198773	0
634761541	2
607545939	0
709805595	4
679236989	2
467278790	0
898500158	0
513924715	1
257632389	0
539134008	2
394368697	2
940205707	0
96288363	0
433535555	0
430881191	2
901770424	2
12416100	0
178879434	0
633576722	2
948212512	2
580474414	0
55571986	0
865388438	4
142868744	0
790457365	0
423298947	0
332367026	0
510715328	2
88671698	4
812606014	0
759635694	0
375200187	2
714245873	1
771890566	0
124713838	3
683535995	2
630372372	0
773104319	0
945141767	2
644944901	0
893743131	0
963006057	0
60548414	1
470101861	0
832990786	0
114349590	2
584504679	1
382514130	3
442485331	0
304619766	2
839257985	0
676116345	2
308421170	1
304179100	0
726233696	6
713240130	0
523974457	0
794197549	0
516668603	0
388753459	0
846931679	0
869402693	0
310573580	0
417530678	0
769039656	0
311763122	0
651894987	0
553903790	0
301273357	0
125699393	1
450523282	0
188097264	1
628898763	2
533553365	2
945287711	2
18227588	2
260711847	0
203170740	0
876955051	0
387877251	0
767348079	0
517236494	2
238308806	5
312650346	2
298392596	4
58089709	2
549394772	4
595993754	0
387977048	0
761188355	2
304242091	1
929795847	0
310042172	2
935151168	0
503946361	2
44088130	0
634058682	0
546600151	1
634809378	0
324826831	0
590867520	2
872468824	0
662314368	0
634199419	2
647439791	0
876333861	0
172646216	0
114620482	2
531166426	4
821290044	0
549391100	0
138635251	0
206045874	0
666602564	2
410529250	3
424902905	0
943496822	0
945140960	1
858205593	0
251894113	0
265349368	0
671508631	0
526345113	0
99172364	0
425721899	0
586962898	0
979860966	0
313902452	0
831249123	0
415120187	4
834703842	0
862437806	0
723564234	0
891187418	1
735960216	4
498809584	0
842282837	0
169576580	2
84590962	0
128837981	0
287911858	0
491623950	0
127158962	0
822798554	1
90146572	0
597058187	2
829850173	0
402021415	4
513681271	0
807217129	0
376149821	3
837643619	0
378085641	4
128783640	1
230386218	1
623969186	0
654444417	0
437531388	0
239646409	0
151966002	0
334503164	1
752121506	1
951519576	0
796180532	0
967698658	0
745353894	2
368069526	0
777207860	0
425454462	4
877611829	0
996411503	0
9170423	0
426318907	0
624667829	0
671528278	0
673760229	0
659392769	0
464337572	0
300335473	0
749805416	2
448291490	0
516320424	0
920796320	0
646631916	1
351043643	0
254381083	1
880612750	0
414012451	4
785796691	0
819286854	0
306978854	0
989060634	0
499297809	0
701812248	1
904744600	3
591426105	1
704360740	1
349545258	0
938963507	0
166394453	0
844784620	2
397617071	0
653803370	0
75704319	0
716653321	0
837096550	1
396854157	1
2988905	4
812393633	4
291698450	2
50578048	1
537115835	0
994764539	1
444579229	0
519580938	0
777555740	0
715732228	1
855556864	0
899529309	0
75476016	0
62642623	0
142389604	0
35599244	3
921433354	0
915150928	0
109372239	4
231811906	0
673196067	0
281529423	1
597032001	2
274154297	0
433207176	1
218064464	0
854173278	0
104449056	0
140967258	0
997593275	0
256016700	0
184032192	0
892766405	0
687152310	3
659598075	2
285834338	2
902249937	0
51146635	0
22546007	0
391441800	0
183188561	0
121364171	0
514587774	0
417664104	0
697117163	0
53250629	4
839856862	0
671409073	1
401792895	0
956632039	0
612990084	0
962301558	0
599443929	0
740222617	0
376473845	4
780726843	1
217403737	1
32866557	0
857298370	2
241861674	1
657796702	0
105089004	0
82049399	0
45392996	1
808582793	0
853832501	1
85545803	0
850304621	1
385305330	0
512308090	0
190580233	2
463216743	0
112097774	4
877708007	4
524020875	0
227042355	0
685960780	0
427176856	0
708378885	0
850489704	2
124917331	0
77755019	1
501302735	4
220472618	0
809745003	0
151787992	0
607806420	4
354817339	0
64446084	0
166170270	0
562502731	0
356936905	2
199275603	1
253874290	0
818689822	2
477901859	0
516422121	2
856608422	0
265818068	0
91466082	0
185567696	0
532366561	0
880813106	0
486216105	0
405915225	1
425847827	0
125820615	3
109041041	0
740105073	0
422263055	0
584338848	0
325187322	2
578317381	2
978821373	3
799142751	2
243477408	2
23648254	2
783110037	1
482800692	1
700677156	0
745573348	2
505819289	0
996549369	1
425448836	0
51684185	4
901878491	2
742947186	0
136715207	4
496921988	1
663055836	4
897477229	4
948761717	3
404119866	1
69656920	2
875441605	4
608250854	2
674880413	2
573046854	2
431844562	2
373596670	1
122014593	2
722675748	1
224049721	0
918645217	0
13255263	0
957572583	0
668453694	0
511133	2
146892553	0
273045678	2
797695282	0
553197159	0
866849774	0
515007388	2
981730739	0
98001445	1
499699274	0
99959067	0
808532538	0
283545967	2
165327239	0
913773189	0
925356955	0
892512930	0
112811916	0
825575272	0
974739127	0
427819542	0
922790327	2
716045530	0
185391452	2
967299624	0
821636411	2
436647152	0
706439272	0
591619723	1
144540468	4
750368296	0
71975484	0
706181477	0
624612083	2
431827101	2
796215114	2
44311313	2
687148599	0
320285838	4
675430817	2
434408134	2
643072182	0
731093687	0
806238047	2
344009109	2
36052918	1
909558556	0
488288213	0
524315207	1
723372493	2
216376913	1
28899189	1
255544725	1
381851003	2
387252535	0
699306065	0
564729304	0
666328841	2
981891163	0
770955430	0
224597862	1
496163298	4
935740334	0
903605285	0
630962296	0
92578425	0
829220706	4
107034551	5
622732374	2
395159828	0
434839692	2
786290121	0
787528588	2
89496050	0
148543078	2
628452468	0
378611933	1
140470368	0
632598751	0
24566552	2
470263264	0
815669141	2
434233298	0
8967907	0
114980867	2
81772135	0
209833194	0
38186490	0
346019897	0
323496427	0
930861383	2
25707461	1
622766170	0
914265732	0
875650451	0
578094384	0
839859948	0
178703374	0
283487166	0
135779367	1
193134201	2
450512981	0
420540221	0
486527097	6
973796593	4
501819189	2
579556024	2
127322158	1
163963095	0
797354678	4
777581294	0
815907791	0
68001346	0
386688716	4
842136704	0
146914216	2
380740143	2
179504847	4
725540792	2
454276260	2
439336674	3
832732613	2
618156218	0
778386740	0
736020755	4
684429439	0
919117304	2
611126272	0
46162992	0
279144874	2
886614006	0
149896226	1
834536404	0
372065813	2
907245988	2
161526704	2
203019320	2
387842041	2
576216266	0
561593881	0
334231866	0
767123150	0
586317726	1
845050776	2
608982368	0
108217161	0
52578187	0
660951282	4
85894360	0
160115475	0
699148251	0
444502628	2
870162484	2
445780275	0
701232175	1
738947394	0
596264578	0
36329028	0
439316139	2
386662280	0
163244120	0
522796319	1
641421408	2
395509470	4
572942229	0
351066779	1
679562858	0
389696662	2
937658974	3
53908154	1
698162074	2
79273186	0
237391944	0
332228366	1
189681782	4
536641998	0
970986828	0
236238242	0
985099529	0
604131877	0
600973546	2
615526737	0
351332187	0
635967874	0
37915513	0
632999155	0
153775720	2
910651831	0
763716304	2
829368005	0
524825555	0
459111520	2
429298601	0
461058071	1
261166270	0
453025263	1
246151676	0
801142538	2
171239968	0
409358704	0
878805305	2
610140479	0
517495803	0
770413906	0
689337795	2
466189679	0
392504927	2
381358702	1
544014946	2
945906491	0
263792764	4
207557800	1
791111047	0
20110373	0
269623848	2
332633376	0
800152260	1
348149326	2
140071948	0
555739856	0
310288253	0
7996235	0
562597715	2
748023532	0
290826417	0
283583452	0
523432838	4
877387475	2
781664052	2
877065903	2
672410691	0
492039880	0
606737151	2
651574010	0
743539978	0
326360316	4
65327180	1
239674246	0
787488119	0
29649613	0
124091579	1
928856883	0
318525422	0
655628514	0
958522410	0
47386074	0
981465554	0
310815047	0
186641488	1
858302388	0
166865512	0
647121406	2
516210464	0
661430898	0
550323926	2
327304472	2
568974112	2
797303478	0
727539251	0
465235975	6
654554954	0
395084210	0
22964911	1
142115210	0
758388878	0
587681230	0
567970933	4
880424212	2
741703711	0
788155628	0
818340829	2
309090057	2
445537248	3
641658281	4
805778890	0
848803466	0
933179706	2
310058340	2
856534375	0
234087347	0
822341291	0
799512114	0
93464655	0
679377490	1
119606623	2
363013989	4
887473426	0
558620509	0
137056573	0
6945700	0
359564491	0
496816854	1
270738841	2
273552676	0
372107398	0
860033944	0
406630188	1
998212674	3
300468324	0
759946571	1
844876337	1
349468108	0
415777995	4
865529542	0
280978117	0
188294426	0
560506420	0
806035522	2
674356903	2
85121953	0
451905586	2
694446322	2
995697420	0
570521691	0
104271168	2
850967429	0
89104924	0
247074193	4
390626712	0
644600078	0
810271511	3
680372050	0
241132217	0
869491302	0
529641072	0
153905522	2
943993539	0
563668441	0
314369245	4
91961477	1
575991088	2
54739677	2
194437771	1
284531721	0
886845838	2
738820772	2
556863348	2
525503261	2
267646791	4
267170927	1
84580434	2
173982975	6
167807143	1
790662508	0
367188437	2
92966434	2
814238582	0
235510632	0
686044984	0
493387063	1
53464652	0
836903903	0
591458965	0
46524903	0
504270642	0
258454606	0
87186812	0
47978697	0
132437379	0
536804151	4
256580528	0
982664865	4
5435340	4
40282497	0
346871620	0
749125000	1
498418780	0
554401317	0
510272946	0
312150212	0
41811344	0
364147013	0
36298120	2
143764680	2
91170170	0
358143594	4
239638132	2
416162027	2
88434331	3
174239623	2
310543162	0
733725159	6
821623967	2
477669850	2
30757155	0
304220858	1
881408764	0
908160063	1
538770715	0
52329691	0
805263059	0
747459498	0
354534972	1
454238975	1
759797784	2
467878272	2
431278598	0
489224031	0
465618736	0
64139389	0
810009980	2
412313989	4
450682549	2
241569909	0
251469014	0
940615957	2
639769248	4
197129088	0
423597164	0
821986964	0
732525007	2
423434619	0
308489635	0
207736620	2
44421158	2
643976978	0
530199410	0
510411972	1
905273867	0
139819104	2
811683976	4
247718924	0
302752421	2
261377543	0
81384809	0
36429815	2
459872988	0
473852018	2
66752761	2
298656219	1
717328739	2
819224648	0
349518049	4
385385349	3
949984430	0
81398223	0
723467606	2
675066305	1
976206830	2
635305751	0
42243287	2
15486614	1
603545155	0
552411404	4
432484886	0
272544730	0
44522282	2
423239398	0
956761867	2
330960048	2
495878761	0
235665238	0
206209776	0
681961976	4
435749515	1
663459278	2
390896094	0
461424911	2
564472329	2
931447160	4
913791501	1
153995294	1
407660808	0
103323493	4
671905762	4
86233398	1
976759166	2
940343248	4
518037141	0
297861647	3
829935319	0
354378242	0
420598944	4
161393322	0
756214670	4
228127071	2
502233256	2
869450360	4
991610230	2
493013492	0
731199748	2
669793129	0
299642796	0
138547182	1
414996529	2
555629355	0
250867625	4
485268123	4
779302465	0
267489225	0
321254866	1
824460729	2
199486787	4
857674145	2
193909608	2
659575630	1
298254364	2
527547285	0
690033015	2
341395232	0
544765961	0
62230929	0
838439921	0
852184940	0
215606702	1
495290471	1
923235515	2
689810698	0
756784693	4
412928722	2
664744481	2
520003730	0
37131788	0
685529858	0
64106266	0
267086792	0
815340295	2
59916671	2
246124560	6
144150436	0
489571665	2
917343605	0
555750036	4
109079412	4
376455767	0
98450124	4
460135690	0
92716272	0
221746457	2
140175275	2
67401100	2
804549620	0
574927200	0
313871419	1
963953721	2
551381531	4
948547319	0
30381320	0
537911620	2
602430904	2
687492074	2
394564102	2
805738374	2
842946407	0
902319629	0
161844212	2
548599267	0
352158820	2
857277386	0
